,Domain,Phylum,Class,Order,Family,Genus,Species 
ASV1627,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1698,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1725,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1800,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1832,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1875,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV1924,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2005,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2053,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2060,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2199,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2282,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2464,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2661,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2688,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2726,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2773,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2838,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2864,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV2974,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3008,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3235,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3309,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3341,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3369,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3388,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3500,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3661,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3755,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3833,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV3858,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4106,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4113,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4125,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4294,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4316,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4519,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4566,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4718,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4840,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4858,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4863,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV4891,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5073,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5260,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5414,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5793,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5822,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV5976,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV6143,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV6745,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV6792,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV6888,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV7095,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV7386,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV7653,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV7858,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
ASV453,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Prosopium,Prosopium williamsoni
ASV7350,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Prosopium,Prosopium williamsoni
ASV7807,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,no identification
ASV13,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV77,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV385,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV445,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV798,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV799,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV817,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV882,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1040,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1067,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1078,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1091,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1103,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1135,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1136,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1163,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1168,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1180,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1212,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1225,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1334,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1388,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1430,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1516,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1552,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1610,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1628,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1632,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1651,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1660,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1665,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1682,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1711,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1730,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1748,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1754,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1774,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1778,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1788,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1799,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1870,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1925,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1965,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV1966,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2042,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2050,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2075,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2200,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2203,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2238,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2267,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2278,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2287,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2300,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2311,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2315,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2399,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2409,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2471,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2674,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2695,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2730,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2772,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2785,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2808,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2881,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV2954,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV3517,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV3605,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV3643,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV3692,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV4143,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV4391,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV4448,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV4449,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV4763,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV5596,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV6045,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar
ASV444,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta
ASV120,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV223,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV4074,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV4872,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV6247,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV7794,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV8015,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV8105,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
ASV83,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV986,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV1134,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV4864,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV5289,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV5363,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification
ASV92,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV222,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV428,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV459,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV1603,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV1833,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV2301,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV2930,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV3082,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV3580,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV4267,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV4639,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV4785,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV4800,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV5603,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV5644,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV5686,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV6295,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV6341,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV6349,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV6708,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV6958,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV7168,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV7400,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV7821,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV7936,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus
ASV7310,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,no identification
ASV4354,Eukaryota,Chordata,Actinopteri,Scombriformes,no identification,no identification,no identification
ASV767,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber japonicus
ASV5076,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber japonicus
ASV6071,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber japonicus
ASV8295,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber japonicus
ASV1931,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,no identification
ASV5720,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,no identification
ASV5974,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,no identification
ASV7559,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,no identification
ASV399,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus orientalis
ASV1083,Eukaryota,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,no identification
ASV65,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV95,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV684,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV765,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV771,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV859,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV1509,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV1900,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV2687,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV2745,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV2959,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV3323,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV3813,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV4111,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV5341,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV5346,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV5678,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV5939,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV6053,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV6538,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV6706,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV6826,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV7656,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV7730,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV7880,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV7933,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV8064,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus
ASV3303,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola
ASV6783,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola
ASV6828,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola
ASV84,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV252,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV1655,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV2607,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV4726,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV5167,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV5629,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV7560,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV7961,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Amphistichus,Amphistichus rhodoterus
ASV53,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV2336,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV2371,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV3173,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV3290,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV3740,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV3851,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV4204,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV4422,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV4656,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV4825,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV5420,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV5537,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV5704,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV5717,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
